searge,name,side,desc
func_71261_m,setFolderName,2,Sets the folder name of this Minecraft server.
func_71262_S,isDedicatedServer,2,Checks if this Minecraft server is dedicated server.
func_71263_m,initiateShutdown,2,"Sets the serverRunning variable to false, in order to get the server to shut down."
func_71264_H,isSinglePlayer,2,Checks if this Minecraft server is single player.
func_71265_f,getGameType,2,Gets the game type of this Minecraft server.
func_71266_T,isServerInOnlineMode,2,Checks if this Minecraft server is server in online mode.
func_71267_a,saveAllWorlds,2,par1 indicates if a log message should be output.
func_71268_U,getCanSpawnAnimals,2,Checks if the can spawn animals.
func_71270_I,getFolderName,2,Gets the folder name of this Minecraft server.
func_71272_O,deleteWorldAndStopServer,2,WARNING : directly calls  getActiveAnvilConverter().deleteWorldDirectory(theWorldServer[0].getSaveHandler().getWorldDirectoryName());
func_71273_Y,getMOTD,2,Gets the motd of this Minecraft server.
func_71275_y,getMaxPlayers,2,Returns the maximum number of players allowed on the server.
func_71276_C,getServer,2,Gets mcServer.
func_71278_l,isServerRunning,2,Checks if this Minecraft server is server running.
func_71279_ae,getGuiEnabled,2,Gets the GUI enabled of this Minecraft server.
func_71344_c,getPublic,2,Returns true if this integrated server is open to LAN
func_71351_a,setServerData,2,Set the current ServerData instance.
func_71352_k,toggleFullscreen,2,Toggles fullscreen mode.
func_71353_a,loadWorld,2,par2Str is displayed on the loading screen to the user unloads the current world first
func_71354_a,setDimensionAndSpawnPlayer,2,Sets the dimension and spawn player of this minecraft.
func_71355_q,isDemo,2,Gets whether this is a demo or not.
func_71356_B,isSingleplayer,2,"Returns true if there is only one player playing, and the current server is the integrated one."
func_71357_I,loadScreen,2,Displays a new screen.
func_71359_d,getSaveLoader,2,Returns the save loader that is currently being used
func_71361_d,checkGLError,2,"Checks for an OpenGL error. If there is one, prints the error ID and error string."
func_71363_D,stopIntegratedServer,2,Method to stop integeregrated server on this minecraft.
func_71364_i,setIngameNotInFocus,2,"Resets the player keystate, disables the ingame focus, and ungrabs the mouse cursor."
func_71365_K,screenshotListener,2,checks if keys are down
func_71366_a,displayDebugInfo,2,Method to display debug info on this minecraft.
func_71367_a,setServer,2,Sets the server of this minecraft.
func_71369_N,getGLMaximumTextureSize,2,Used in the usage snooper.
func_71370_a,resize,2,Called to resize the current screen.
func_71371_a,launchIntegratedServer,2,"Arguments: World foldername,  World ingame name, WorldSettings"
func_71372_G,isFullScreen,2,Returns whether we're in full screen or not.
func_71374_p,debugInfoEntities,2,A String of how many entities are in the world
func_71375_t,isFancyGraphicsEnabled,2,Checks if this minecraft is fancy graphics enabled.
func_71377_b,displayCrashReport,2,Wrapper around displayCrashReportInternal
func_71378_E,getPlayerUsageSnooper,2,Returns the PlayerUsageSnooper instance.
func_71379_u,isAmbientOcclusionEnabled,2,Returns if ambient occlusion is enabled
func_71381_h,setIngameFocus,2,Will set the focus to ingame if the Minecraft window is the active with focus. Also clears any GUI screen currently displayed
func_71382_s,isGuiEnabled,2,Checks if this minecraft is GUI enabled.
func_71383_b,updateDebugProfilerName,2,Update debugProfilerName in response to number keys in debug screen
func_71384_a,startGame,2,"Starts the game: initializes the canvas, the title, the settings, etcetera."
func_71385_j,displayInGameMenu,2,Displays the ingame menu
func_71386_F,getSystemTime,2,Gets the system time in milliseconds.
func_71387_A,isIntegratedServerRunning,2,Checks if this minecraft is integeregrated server running.
func_71388_o,getWorldProviderName,2,Gets the name of the world's current chunk provider
func_71389_H,startTimerHackThread,2,Method to start timer hack thread on this minecraft.
func_71392_a,scaledTessellator,2,Loads Tessellator with a scaled resolution
func_71393_m,debugInfoRenders,2,A String of renderGlobal.getDebugInfoRenders
func_71396_d,addGraphicsAndWorldToCrashReport,2,"adds core server Info (GL version , Texture pack, isModded, type), and the worldInfo to the crash report"
func_71398_f,freeMemory,2,Method to free memory on this minecraft.
func_71400_g,shutdown,2,Called when the window is closing. Sets 'running' to false which allows the game loop to exit cleanly.
func_71401_C,getIntegratedServer,2,Returns the currently running integrated server
func_71403_a,loadWorld,2,unloads the current world first
func_71404_a,crashed,2,Method to crashed on this minecraft.
func_71405_e,shutdownMinecraftApplet,2,"Shuts down the minecraft applet by stopping the resource downloads, and clearing up GL stuff; called when the application (or web page) is exited."
func_71407_l,runTick,2,Runs the current tick.
func_71408_n,getEntityDebug,2,Gets the information in the F3 menu about how many entities are infront/around you
func_71410_x,getMinecraft,2,Return the singleton Minecraft instance for the game
func_71411_J,runGameLoop,2,Called repeatedly from run()
func_71497_f,getFile,2,Gets the file this crash report is saved into.
func_71498_d,getCauseStackTraceOrString,2,"Gets the stack trace of the Throwable that caused this crash report, or if that fails, the cause .toString()."
func_71499_a,addCrashSectionThrowable,2,Adds a Crashreport section with the given name with the given Throwable
func_71500_a,addCrashSectionCallable,2,Adds a Crashreport section with the given name with the value set to the result of the given Callable;
func_71501_a,getDescription,2,Returns the description of the Crash Report.
func_71502_e,getCompleteReport,2,"Gets the complete report with headers, stack trace, and different sections as a string."
func_71503_h,getWittyComment,2,Gets a random witty comment for inclusion in this CrashReport
func_71504_g,populateEnvironment,2,Populates this crash report with initial information about the running server and operating system / java environment
func_71505_b,getCrashCause,2,Returns the Throwable object that is the cause for the crash and Crash Report.
func_71506_a,getSectionsInStringBuilder,2,Gets the various sections of the crash report into the given StringBuilder
func_71507_a,addCrashSection,2,Adds a Crashreport section with the given name with the given value (convered .toString())
func_71514_a,getCommandAliases,2,Gets the command aliases of this command base.
func_71515_b,processCommand,2,Method to process command on this command whitelist.
func_71516_a,addTabCompletionOptions,2,Adds the strings available in this command to the given list of tab completion options.
func_71517_b,getCommandName,2,Gets the command name of this command whitelist.
func_71518_a,getCommandUsage,2,Gets the command usage of this command whitelist.
func_71519_b,canCommandSenderUseCommand,2,Returns true if the given command sender is allowed to use this command.
func_71521_c,getCommandSenderAsPlayer,2,Returns the given ICommandSender as a EntityPlayer or throw an exception.
func_71522_a,notifyAdmins,2,Method to notify admins on this entity/block.
func_71523_a,doesStringStartWith,2,Returns true if the given substring is exactly equal to the start of the given string (case insensitive).
func_71524_a,notifyAdmins,2,Method to notify admins on this entity/block.
func_71526_a,parseInt,2,Parses an int from the given string.
func_71527_a,joinNiceString,2,"Creates a linguistic series joining the input objects together.  Examples: 1) {} --> """",  2) {""Steve""} --> ""Steve"",  3) {""Steve"", ""Phil""} --> ""Steve and Phil"",  4) {""Steve"", ""Phil"", ""Mark""} --> ""Steve, Phil and Mark"""
func_71528_a,parseIntWithMin,2,Parses an int from the given sring with a specified minimum.
func_71529_a,setAdminCommander,2,Sets the static IAdminCommander.
func_71530_a,getListOfStringsMatchingLastWord,2,Returns a List of strings (chosen from the given strings) which the last word in the given string array is a beginning-match for. (Tab completion).
func_71531_a,getListOfStringsFromIterableMatchingLastWord,2,Returns a List of strings (chosen from the given string iterable) which the last word in the given string array is a beginning-match for. (Tab completion).
func_71532_a,parseIntBounded,2,Parses an int from the given string within a specified bound.
func_71534_d,getSortedPossibleCommands,2,Returns a sorted list of all possible commands for the given ICommandSender.
func_71535_c,getCommands,2,Gets the commands of this command help.
func_71536_c,getPlayers,2,Gets the players of this command give.
func_71538_c,getListOfPlayerUsernames,2,Returns String array containing all player usernames in the server.
func_71539_b,getGameModeFromCommand,2,Gets the Game Mode specified in the command.
func_71541_a,setGameType,2,Sets the game type of this command default game mode.
func_71542_c,getAllUsernames,2,Gets the all usernames of this command xp.
func_71552_a,setTime,2,Set the time in the server object.
func_71553_b,addTime,2,Adds (or removes) time in the server object.
func_71554_c,toggleDownfall,2,Toggle rain and enable thundering.
func_71555_a,getCommands,2,"returns a map of string to commads. All commands are returned, not just ones which someone has permission to use."
func_71556_a,executeCommand,2,Method to execute command on this command handler.
func_71557_a,getPossibleCommands,2,returns all commands that the commandSender can use
func_71558_b,getPossibleCommands,2,"Performs a ""begins with"" string match on each token in par2. Only returns commands that par1 can use."
func_71559_a,dropFirstString,2,creates a new array and sets elements 0..n-2 to be 0..n-1 of the input (n elements)
func_71560_a,registerCommand,2,adds the command and any aliases it has to the internal map of available commands
func_71563_a,notifyAdmins,2,"Sends a message to the admins of the server from a given CommandSender with the given resource string and given extra srings. If the int par2 is even or zero, the original sender is also notified."
func_71565_a,filerAllowedCharacters,2,Filter string by only keeping those characters for which isAllowedCharacter() returns true.
func_71566_a,isAllowedCharacter,2,Checks if this chat allowed characters is allowed character.
func_71569_e,getDistanceSquared,2,Returns the squared distance between this coordinates and the coordinates given as argument.
func_71571_b,set,2,Method to set on this chunk coordinates.
func_71575_a,getCrashReport,2,Gets the CrashReport wrapped by this exception.
func_72298_a,cleanPool,2,"Marks the pool as ""empty"", starting over when adding new entries. If this is called maxNumCleans times, the list size is reduced"
func_72299_a,getAABB,2,"Creates a new AABB, or reuses one that's no longer in use. Parameters: minX, minY, minZ, maxX, maxY, maxZ. AABBs returned from this function should only be used for one frame or tick, as after that they will be reused."
